문장,target
그나마 제 정신은 남경필 등 뿐이구만,0
이틀동안 잠을 안재운다는건데 그자체가 폭압적 인권유린이다.,0
결론은가격올리겠다는거네,0
민병헌이 해커한테 공던진거 아직도 기억난다.. 그게 선수가 할 행동인지.. 쯧쯧,0
이제 영국 침몰만이 남았다!,0
국가는 그들의 돈만.,0
욱일기보다는 전범기라는 명칭이 더 적합하다.,0
외제차 구매가지고뭐라기전에 흉기차의 만행이 이리만든거다,0
30년이면 박근혜 죽을때까지 숨기는거네?,0
대선 나가려니 뭐 하긴 해야겠고 그래서 또 세금으로 생색내기,0
증세있고 복지는없는 우리나라 ㅋㅋㅋ,0
노래가나오냐18개노답이네,0
박군혜리 순시리 이 둘이 이렇게 해먹는게 방관만한 관료들 모두 처벌받아야지.,0
강력대응하세요!!,0
대출해서 연금내는 잣같은 나라,0
다 까발려라 또 김기춘이겠지,0
쓰레기같은 대한민국,0
다른말로 표현하기 적당한 말이없어서싸움이라고 표현했는데몇달전부터 해오던 싸움에 끝을 볼까합니다.,0
이건뭐..할말이없내 이놈의 나라 꼬라지하고는,0
그리고 쉬박 저것들 죽어도 지발로 안나가겟다고 하되.,0
미친... 정말 뇌속이 궁금하다.,0
한국복싱이 살아나려면 물러나야할 두사람이네... 전문가나 데려오소,0
그네부터 잡아넣어라,0
박근혜 정부 정말 나라 안팍으로 시끄럽네,0
박그네 일당들은 전부 머리에 똥이다!!!!!,0
" 국민들은 이 엄동설한 먹고살위해서 일하다 죽고, 부상당하고, 시위까지하느라 고통스러운데~",0
세계적으로 역사에 길이길이남을 현대판 대리청정!,0
지저분하게 시간끌기 하지 말고 즉각 퇴진하라,0
잘못을 했으면 벌을받자 제발 !!,0
남궁욱.헛소리 까발리지 말라.,0
구린게 많으니 차명폰 썼겠지,0
거지 맞잖아 왜 아니라고 그러냐,0
전 세계에 알려 닥 해외여행 못 가게 하자.,0
해먹어도 적당히 해먹어야지,0
정유라 입국 금지!최순실 출국 금지!,0
이레서 지하철을 탈수가 있나?,0
정상적인 뇌구조라면 적어도 이기사에는 미안해서라도 악플 못 달겠다.,0
"유대인들""이자식이! 또 히틀러를 찬양할 것이 분명하다 확 필리핀의 기업들을 망쳐놓을까?""",0
알권리랍시고 숙소앞에서 잠복하는게 기자냐,0
이번 보수진영에서 나라 말아먹을짓 하는 정치인새끼들 꼭 기억하자... 다음번에 응징 꼭하자,0
국정원하고 MBC 인하대 검찰 경찰대통령의 숨은 이야기지왜 이렇게 될 수 밖에 없는지,0
반민족적 굴욕적 위안부'협상' 체결한 닭근혜는 각성하라!!,0
민노총과 이석기 패거리들은 제발 촛불의 고귀한 본질을 흐리지마라.,0
해체해라 특검의폭언 삼족운운 사실이라믄해체가답이다글구 기업인 억지로 엮지마라 역풍맞는다,0
 나라를 말아먹을려고 작정을 한 시키들....,0
에이미하고 같이 평생 감옥에 살도록 해야한다,0
자랑이다 정신차려라.,0
 계란가격도 말이 되는가??,0
너무 화가납니다,0
과거를 잊거나 자기들 편리한 대로 바꾸는 국가나 민족은 천벌을 받는다... 반드시!,0
여름내내 미세먼지최악이었는데 요 며칠 공기 맑아진 이유: G20때문에 중국 공장 가동 안함,0
자전거 보행자 겸용 도로에서 보행자가자전거 주행 반대 방향으로 역보행하는 무개념 보행자가 많음!,0
포퓰리즘이 잘못된게 아니라 이를 행하는 정치가 더러운거다.,0
대한민국을 위해서 하야하세요 제발요,0
정부야 남일 아니다,0
국제사회는 왜 현정부 편을 두는거냐?,0
미친새끼천지인듯 ㅜ,0
오늘 더위 꺽인다며ㅡㅡ,0
방통윈지 뭐시긴지 하는 일이 뭐냐,0
제발 이런기사에는 정치랑 엮지마라 좀,0
변호가 아니라 사기꾼!,0
 천안함도 물고 늘어지지 그래?,0
정말 삼족을 멸하고 싶은 국민들 심점을 너희가 아니?,0
아진짜 스트레스 최고조라 여기에 풀고갑니다,0
짱께들은 동물학대도 차원이ㅜ다르네,0
한국은 박근혜 최순실 일당의 국정농단으로 국가시스템 자체가 붕괴되서 제대로 작동 못하는 것이 이유다.,0
아니~~국민세금을 저딴쓰레기만들라고 얼마나쓴겨~암튼 저것도 재주면재주다~~ 평생 지손으로 10윈짜리하나 안벌어 봤으니 돈에가치를아나;;;;,0
저런 쓰래기새끼는 뺀찌로 이빨을 다 뽑아버려야 정신을 차리지,0
국민들 우롱하지말고 방송에서 퇴출하라!기사 내려라눈 배맀다,0
그네와 순시리를 북한이나 아프리카로 추방하자,0
최순실은 왜 죄수복 안입나요?,0
회사가야되는데 열받아서 잠도 못자고 끄적끄적 ㅜㅜ,0
힘들게 구해도 어차피 나중에 매몰차게 버린다,0
종교가 아니라 정신병자들 살인마,0
저 바퀴벌레들 세계적으로 골치 진짜 이웃나라 피해주지말구 좀 사라졌으면,0
이게다 순시리 닭 때문이다 저런거 다 눈감아주고..,0
남산 보호라곤 ㅣ도 없는 사람들,0
엘지 죽어라 그냥 후진것들,0
비리비리투성인데 어찌..편들걸들어야지,0
근데 업장에선아르바이트생인 제가 잘못했다고 다 채워놓으라고합니다 ;;,0
이래도 국민이 키워준 기업이 아니냐?,0
트럼프를 이렇게 지지한다는건 미국도 안으로는 많이 곪아있다는 얘기겠지.,0
옥시도 퇴출시키라.,0
탄핵해주세요,0
꼴통 중에 상꼴통 기대도안했다,0
쟤는 위기의식같은거를 못느끼냐?,0
저게 무슬림의순교냐?,0
"프로그래머들,엔지니어들 대접 제대로해줘라.",0
죄송하다하면 머할끼고 하품 한번 하고 국밥 한그릇 말고 나오면 그만인데~~~,0
콩가루라고 붙이기도 아까운 집안이다.,0
인수인계고 모고 어느날 사표 던지고 나올거같네요.,0
한국 그냥 망해라,0
박사모?? ㅆ ㅂ 뇌가 있는거냐??? 왜사냐 이사람들????,0
김치년 데려가라,0
순시리 해외 돈이 십조다 !,0
중고등학교에서 이러이런게 성범죄고 얼마만큼 형벌을 받는다는 교육을 시켜라,0
이 돌으신년 빨리좀 끌어 내릴 수 없나...,0
 모든일을 다해서 너를 매장시켜버리겠다.,0
누가 이기나 보자. 이번 주도 간다,0
집필진 공개도 못하는 역사서가 말이 되나?,0
남자가 잘못한게없는데 다른곳에서 받은 스트레스를 남자에게 표출하는 여자가 배려심이없는 겁니까?,0
나라꼴 잘 돌아간다.. 정치고 경제고 교육이고 죄다 저 년이 좌지우지한거네,0
조직범죄 스토킹 엄벌해주세요,0
똘아이들... 골프공이랑 홀속으로 빨려들어갈 것들...,0
박그네 최순실파도 와해시켜서 깜방보내라 이것이더시급하다,0
소나기온다매 ㅡㅡㅡㅡㅡㅡㅡ,0
시리아 상대로 승점 1점 밖억 못 챙기는건가 이제는...,0
정현아 순천오지마라 대 가 리 박살난다,0
전문ceo 써라 무능한 왕족 없애고,0
때지말고.회손시 실형선고..필히.갈때까지가보자.,0
다음 부턴 좀 빨리 해주세요,0
외교관이란 넘이....,0
노트7 이제 불법 폭탄제조로 잡혀갈각,0
내눈에 띄지 마라 죽는다 너..,0
최순실 모녀는 살인교사까지 할지도 모른다,0
뭐하는 짓인지 모르겠네요,0
난 그런 썩은 드라마 본 적도 없다.. 언론에서 떠들고 띄워주는 건 많이 봤어도.. ㅉㅉㅉ,0
개상청 대단하다 정말!!!,0
개공장을 다 폐쇄해라.,0
 좌파 뉴스냐?,0
대한민국 국민의 한사람으로서 정말 개쪽팔리다.,0
국민과 소통하지않고 인터넷티비랑 소통하네....제정신인가..,0
ㅋㅋㅋㅋ또 누가 야금야금 돈먹으실까,0
 그 돈은 어디서부터 출발했냐?,0
이쯤되면 농협을 해산해야된다,0
방귀 낀 놈이 성 낸다 더니. 어이가 없네.,0
애국자인즐알았더니 또라이였구만,0
그 강간범은 당시가 기억이 나지 않는다고 말합니다.,0
모든것을 정치적으로 해석하는구나..좌빨들...,0
야이게문제가아니라동영상어트게막냐??,0
맘같아선 오백만 정도 모여서 다 밀어버렸으면,0
 가만 안놔둔다.,0
이제 마음껏 관리받고 미용실도 가시길아 전에도 뭐 세상 편하게 하셨구나...,0
국민은 이렇게 법을 지키는데 윗분들은 법을 개무시 하는거네,0
내생애 마지막 삼성폰 갤노트5,0
아무의미없다 재산몰수하는게 답,0
걍 이 정권에서 한 모든 정책은 폐기 하는게 맞다.,0
우리나란 대체 뭐하냐?,0
다음은 신동욱 이랑께?? ㅋㅋㅋㅋㅋ,0
유돈무죄 무돈유죄다,0
 이것만 그런게 아니라 기존것도 추운데 나가면 꺼진다고? ㅋㅋㅋㅋ,0
네 부모를 원망해.,0
유니클로.폭스.네이처리퍼블릭.남양.피죤.옥시등이 아직 장사하고 있는게 한심하다...,0
100미터다음에 50미터로해라 안그럼 쳐들어간다,0
나치때 인간 생체실험이랑일제강점기 민중들 대상으로 한 생체실험맥락이 같은 거 이해못하냐?,0
너무 광고주 입맛에만 맞춰 기사 쓰는 거 아니냐?,0
지들 위법 때문에 남들이 입는 피해는 생각도 안하고 지들 위해서 남들이 일방적으로 비켜줘야 한다니 이게 무슨 개수작이냐?,0
일본한테 36년 나라 뺏기고 남자는 총알받이로 여자는 위안부로 끌려간 그 역사 되풀이하고싶으냐?,0
이런 트럼프같은.놈들...,0
 나보다 2살 쳐 많길래 참는다,0
구속시켜라 저렇게 죄를 지었고 법원은 개만도 못한 인간들만 았단말인가???????,0
멕시코 망해라 난 트럼프가 더 좋아~,0
국가범법자,0
투지라고는 찾아볼 수 없는것들,0
경찰 왜 이렇게 질질 끄는거냐?,0
예라이 다카키 마사오의 딸아!!!,0
 이미 짜여진 각본인데 95%의 개돼지 국민들은 언론플레이에 아직도 속고있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그러다 범죄자들이 누깔 빼가면,0
우리 국민이 이렇게 죽어나가는데도 우리 윤병세 장관은 항의와 재발방지를 위한 아무런 요구도 안 하지.,0
삼성은 올해도 7~9위에서 놀겠고만 삼충이들 벌떡벌떡 하겠네,0
야삼당은 서로 눈치작전하면서 죄 덜진것처럼 나중에 국민 위한다고하면서 지네들 밥그릇 챙기기 바쁠걸 안봐도 그림이 나온다 ㅎㅎㅎㅎ 불쌍타야,0
도대체 이정부는 머하는 정부냐,0
"무슨~통일연대에서 집회 참석하면 일당 5만준다는 문자 무지 오네~개, 돼지들만 그기가지 내가 왜가?",0
"땅콩 안 준다고 깽판쳐도 깜방 가는데, 이 놈은 술 처먹고 깽판 부렸으니, 1년 이상은 푹 쉬겠구마.",0
뇌질환 일으키는 짱깨 초미세먼지가 매일같이 몰려오는데 한마디도 못하고 들이마셔야하는 중국속국 코리아~,0
순실이가 닭년 다음으로 바지대통령 만들려던 닭년 꼬봉세끼가 입만 살아서!!!,0
아..진짜..주먹구구 정책내놓는 분들.. 이미세먼지 당신네가족들도 마시고있다고..,0
이나라는 지금 기자넘들 포함해서 공산당 한번 해보고 실은 자들이 넘쳐나는 분위기이다...,0
독재자 아버지에게 정말 나쁜 것만 배웠군...,0
쓸데없이 기대하면 자식 망친다 미련한 부모들아,0
"그 사람 얼굴 보고 못할 말, 익명성 이용해서 하는 사람이 가장 찌질한 사람이죠.",0
무위도식이나 다름없는 대한민국 3대악 중 하나,0
불륜 자~알 만나고 있답니다ㅋㅋㅋ,0
얼굴도 잘생기고 정치도 잘하고 우리나라엔 정녕 이런 사람없나요?,0
 그거받을라고 당구치다가 집가는 길에 밤에 도장찍고 야근수당받는다더라?,0
우병우 이새끼좀 어떻게 해봐 이새끼가 키야!!!,0
법은 결코 평등하지 않다,0
난 참 이해가 안되는게 돈만있으면 할배랑도거시기도 대준게 말도안댐,0
어쩌라고 그 따그로 쳐만들고 쳐 팔고 새차로 바꺼주던가,0
과거 박정희가 어쨋건 지금 박근혜는 반드시 탄핵되어야할 마땅한 이유가 있다,0
아 진짜 너무 화가나네요,0
이름 나이 어느학교 다 밝혀라,0
하 진짜 못생긴게 욕 먹을 정도로 나쁜 건가요???,0
정치인들은 국민들의 마음을 읽지못하는것같다,0
터키의 민주주의가 죽었슴다,0
사자굴에 쳐 던지고 싶다,0
그냥 일본 기상청한테 외주 맡기는게 더 나을듯ㅋㅋㅋㅋ,0
 그러고 50줄에 나와서 돈다까먹고 병걸려 뒤짐,0
아직도 심한데 언제 사라진다는거야 아놔,0
"최순실,차은택.정유라.간호장교의 국조 증인신청을 방해하는 은폐 정당이나 조직이 있다면 국민의 불같은 분노를 면지 못할것이고.",0
정의는 죽었다 !!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
그럼 남자도 똑같이해보자 어케되는지,0
이번 정부는 뭐든 하는 꼬라지들보면 진짜 역대급인거같다,0
 우리나라대기업..모두 망해야한다.,0
거짓말을 하게 만든사람은 누구입니깡,0
구치소도 조사해봐 돈처묵었을거여.,0
흉기차 였더면 사용자 과실로 핸드폰이 급발진했다고 우겼을 꺼임.,0
오늘 9시 퇴근인데 40분째 연락두절이네요 ㅡㅡ,0
 그러면서 뭘 안다고 인터넷에서만 떠들어?,0
중국어선을 폭파시켜라.,0
"예산낭비의 표본도대체 얼마를 들여, 헛 짓을 했는지필히 감사해야함",0
엄마라는 이름으로 더러운짓하고다니지 말아,0
팬택을 죽였으니 이젠 엘지를 죽여볼까?,0
저런 흉기차 미치지 않는이상 안사는게 답이다,0
 물론 배신감들겠지...,0
김주찬을 꼭 빼야했냐?,0
장난으로 까이는 타입이거든?,0
청와대 에어컨도 없애고 여성부도 없애자,0
제2의 세월호 만들라고 작정하는구나?,0
내묭이 참 학생 하나두고 여선생 둘이 모하자는 내용인지,0
남의 나라 생선 몇마리 약탈허고 천벌을 받은겨,0
많이 올랐네. 다시 가고 싶다.,0
저아이가 무엇을 알겠어요,0
나97군번 26개월 만기전역... 내밑으로 다 군대얘기하지마라,0
'헬조선'이 올해 최고 유행어지.,0
회사는 전쟁터지만 밖은 지옥이다 - 미생 어록 -,0
장마가 오긴 왔었나?,0
레드벨벳 보컬하면 웬디라는 인식 때문에 슬기가 좀 가려져 있었는데 오늘을 기점으로 슬기도 있다는 인식이 확실히 잡힐듯.,0
인간인가 원숭이인가,0
촛불집회 이제 그만 하죠...,0
국민들은걱정이 매우크다.,0
빌비오 은근히 바르샤 잘잡음,0
소라넷이 없어져서 그런가?,0
검사들도 조사해야할듯..,0
런닝맨도 좀 있으면 폐지되겠네,0
제가대통령이된건 기적이다 ~~,0
3세계 사람들은 자원만 털리다 끝나겄네,0
술쳐먹고 운전했다고 아주 자백을 하는구나,0
최순실곰탕한그릇뚝딱!!!,0
푸틴 정보기관출신답다.,0
스티브유는 데리고가려나 ??,0
검찰청을 JTBC로,0
부탁해요 헌재^^~~,0
엘지의 1선발~~허프~호프~기프(쁘) 내년에도 기대가 크다.,0
처음에 올린분 다 자작이라며 단종이네? ㅋ,0
신사임당 율곡이이 엄마로 유명한거 아님?,0
대기업 다니면 그냥 돈많이 벌것같죠 안그래요 ㅜㅜ 국회의원이 짱임,0
 합법화된 나라에사람들이나 우리나라사람들이나 결론은 자발적으로가는겁니다,0
김주혁 유부남 아니냐 이혼했나,0
임창용은 걱정 안해도 된다...,0
우리 장마비가 저기로 갔네.,0
야신김성근감독모시자,0
출연제의만 받았을뿐인데 사과하는 강호동은 대체 뭔 죄가 있는거죠??,0
우리나라는 특히 서울 수도권에서 터지면 인구밀도가 높아서 그어느 테러보다 사상자 클듯,0
설현에게 밀린 수지도 수퀴오크들이 창피할 듯,0
'올해 돈이 없으니까 내년에 다년계약하자' 이게 핵심이지뭐.,0
솔직히 1박2일 지킨건 김종민이지..,0
게임을 잘하는거지 잘만드는게아니고,0
아이폰을 쓰느니 교환을 받지,0
이래서 외교에 영원한 우방이란 없다고 하는거지.,0
솔직히 대형교회는 집단이기주의 모임아닌가?,0
"이병규, 정주현, 임훈, 정상호 이 4명이 나오면 무언가 일이 생긴다~",0
학종 폐지하고 수능으로만 뽑읍시다,0
"몸에 수술한 자국있는 사람은 우주에 못간다는 설이 있던데, 이유인즉 압때문에 수술한곳이 터진다고 들었는데 진짜인가요?",0
프리미엄급 중고폰 사쓰겠다,0
최악의 상황중 그나마 나은 방법이네. 기분은 잡치겠지만,0
북괴내부에서 저런 반란이 일어나면 시민봉기가 날라나??,0
 연령층을 보니 집회 기획이나 준비 등을 할수 있을만한 대상이 아니던데..,0
대상이라니 ㅋㅋ그런 오글거리는 연기하고도 대상을 받는구나,0
거짓말은 하지말고..,0
법규를 준수하십시오,0
저는 2년째 양파를 기르고 있습니다.,0
시대의 개그맨 탄생인가,0
손석희가 태블릿 피씨 조작으로 특종보도한 것보다야 약과지,0
전동차 고장 시험한거니깐 1시간 30분 어치 임금 지급하세요,0
나바로는 30만 달러였다,0
위대한 애국시민 ㅇㅈ합니다,0
빨갱이우파정권은 이순신 장군 치적도 왜곡하지 !,0
무리뉴만 망한게 아니네.,0
저거여주이미지가 원래 작고 귀여운앤데 조이랑은너무안어울림........,0
그럼 마트서 뭐사냐?,0
기사대로라면 국산 달걀도 문제아님?,0
이수만도 나름 냉동 인간인듯,0
원심력 구심력 다 됐고 실생활에 필요한건 그냥 정력.,0
 일하는거보니까 야근수당?,0
벌써 제대네,0
WBC 망해서 열받는건 잠깐이고 메이져리그 시즌은 길다,0
남궁민땜에이거본다,0
돈이 넘쳐나는데 뭔상관,0
똑딱이보단 박경수같이 한방있는 선수가 좋을거 같은데 국제대회는 한방이 중요하다,0
각자가 일터에서 맏은바 본연의 일에 충실할때지,0
쉬는 시간에 오답이나 맞추고 있으면 모교로 돌아가서 중간고사 기말고사나 봐야지,0
자격증 응시료 10만원 1차 필기 2차 실기.,0
다들 그만큼 일하다다른 직종도 그 정도로 월급 올려라~,0
사랑은 머리가 아니고 마음으로 하는거지,0
집단자위권과 집단적군중심리는 차이가 많이남,0
너무 일찍 교체해서후반이 걱정스럽드만예상된 결과네,0
시기도 잘못탔고 처음에야 궁금해서 해보겠지만 하다보면 금방 시들해지겠지,0
있는 그대로의 사실을 적나라하게 보여주어야 올바른 역사이지,0
테레비 라디오좋은거사서 일본예보나 번역하면되겠네.,0
두사람간의 대화를 jtbc기자가 어떻게아는가?,0
달나라에 집은 어디간겨?,0
국민들 말이 껌이냐.. 그냥 대국민투표로 정하자,0
한국: 원래 젊었을땐 밤도 몇일 새고 그래야지.,0
댓글창이 더러울땐 스크롤을 올려 성비를 보라..,0
근데 마네가 없네,0
어제 수영 경기 줄줄이 틀어주는데 유독 선수들이 경기전에 수경을 눈에 딱 들러붙게 손으로 잘 씌우던데 수영장 물때메 그런거였나...??,0
대박 음악으로 게임하는 유튜브 채널 음악게임 무료구독이랍니다,0
 나는 베니스터 이해되는데?? ㅋㅋㅋㅋㅋㅋ,0
"차대차 사고는 조금 줄겠지만, 보행자 사고는 늘어날 듯ㅎㅎ",0
근데 율봉이는 안나옴??,0
이번에는 정준하가 탄다..,0
항상 양질의 글... 예전에 라스베가스도 고려가되었죠,0
무약정폰 하나 구해서 알뜰통신사 33000원 무제한 요금제 쓰는게 훨씬 이득..,0
그 와중에 도서정가제 보완을 요구하는 출판업계,0
속초는 지금 잔치집이랍니다,0
독일에서 도피 돕는 인간들 실명 얼굴 공개해라!,0
권력의 개로 남게되나 결국?,0
초반에 엉성한 시트콤만 찍지않았으면 지금보다는 시청률 잘나왔을텐데..,0
차우찬 김광현 사달라고 하겠네 ㅋㅋㅋㅋ,0
조선노동당 중앙에 물어보고 해라!,0
김기춘 이재만 박근혜 최순실,0
근데 약간 일리도 있는말이 캠프시절에 주전급선수들이 재활에 있고 캠프에는 신인들만있고 그리고 시즌되자마자 주전급선수들만 쓰고 그리고 특타이후로 10위에서 7위까지 올라옴,0
 황박사에게 다시한번 기회를 주고 황박사가 자기돈을 쓰건 말건 상관하지 말아야 한다.,0
몰락한 보수의 패배다.,0
대상을 확대하지 않는다면 납득을 못 할 정책이다.,0
ㅋㅋㅋㅋ 미국답네.. 쟤네는 불도져로 밀어버리는거 좋아함.,0
골프스킨 주먹파워 정말 센듯 ;;;,0
 밟을땐 확실히 해야 고만하게 안봅니다,0
시기상 아마추어인데 할려면 캠프 전에 다 했어야지.,0
그거 할 돈으로 교육복지환경 개선합시다,0
과거를잊은민족에겐미래는따위다,0
이번에도 틀리면 알아서해요,0
땅콩 사건이 떠오른다,0
찌라시 아니냐??,0
다른데 가다간 할머니들한테 털림ㅋㅋ,0
 새로 지은 집말고 헌집은 그런 집 많음.,0
촛불집회로 청와대 검찰까지 점령하자,0
나 22살때부터 갤투 갤쓰리 갤노트4 쓰고있는데,0
동북공정도 역사왜곡,0
진짜 어릴때 산타할아버지 진짜 있는줄 알았는대 알고보니 진짜 산타는 부모님 임,0
이우환 그림보다 이 아이의 그림이 열배 나아보이네,0
현준선수 건강하고 하시는일 잘 되길 바람니다. 야구는하지마세요.,0
나 저 두명 거기 어케 생겼는지 앎 ㅎㅎㅎ 님!! 포매니... 악!!!!!!,0
이제 드라마에서 여주인공이 수영장 물 속에서 핸드폰으로 메모하는 장면 나온다. ㅋㅋㅋㅋㅋ,0
같은 꿈설정이라도 이건 맥락이 달라서 다르게 느껴짐,0
앞으로 100세는 거뜬히...,0
양현종 빼앗기면 혁명 밖에 없다.! 기아야 알겠지!,0
차라리 트레이닝 복같은거 입고 다녔으면 눈에 안띌수도. 옷이 저런데 얼굴을 저렇게 가려놓으면 안튀겠냐? 완전 튀지.,0
"대선 끝나면 세무조사,성폭력, 명예훼손으로 머리 아프겠네",0
여름이나 겨울중 하나만 사라져 준다면온난화든 빙하기든 대환영이다,0
박병호 보다 강정호가 한수 위다,0
저런 딮러닝 인공지능을 해킹전선에 투입하면 어떻게되는거지..?,0
자료 공개하자! 기자야,0
하여튼 애플이 뭐 그렇지.,0
텍사스 추신수 안나온다고 방송도 안하더니 이제서야 방송시작하는건가..,0
보도에우울한기자입니다로 본건 저뿐임???,0
미국도 지 먹고살기 바빠진듯 ㅋㅋㅋ,0
태극기도 국민의 민심입니다,0
SNS안하다보니 그런거 보면 드는생각이 있다.,0
드디어 노트7이 사고를 진건가?,0
쓰레기단체와 보수를 구분하자.,0
인류에게 슬슬 노예의 삶이 시작되는구만...,0
브렛필은 삼성간다,0
반납 안하고 터질때까지 걍씀,0
난교는 영장류의 본성입니다,0
이게 다 숙부 문승훈 심판 때문이다.,0
양궁협회나 케스파였다면 30경기 출장 정지였을 것임.,0
김경희! ! 응원합니다~~~,0
삼성이 갈기갈기 찢어지는구나,0
언제적 장동건이냐...,0
 파해법은 비오늘날 진흙.......,0
"마린시티 멀지안아 침수,몰?!",0
북돼지들이 공산주의자가 아니듯 is도 이슬람이 아니다,0
이럴 줄 알았다,0
갤노트 망한 기사 위아래 사이에 아이폰 인기퍽발 기사가,0
썬더는 확실히 원전에 있을것,0
굳이 해외 안가도 된다 국내에 공장 짓고 신규 인원 뽑고 복수노조 세워서 기존 노조와 비교해봐,0
당연히 검소해야지.. 본인 히트곡도 없이 남의 히트곡으로 콘서트며 행사며 다니면서 돈버는게 떵떵거리며 살면 쓰것냐?,0
법안지키는 사람을 자동으로 가두는 스카이넷을 만드는게 더빠를듯,0
"창조비맄ㅋㅋㅋ 되도 않은 거 만들면서 세금은 세금대로 줄줄, 이것이 그 유명한 창조경제군요!",0
디지몬 덕후들은 이 게임을 싫어합니다,0
코끼리트레킹도 하지 말아야 함...,0
순시리를위해 국내도입이 시급,0
캔은 캔대로...종이는 종이대로...일반 쓰레기는 재활용 안돼요,0
그냥 번호를 없애자,0
중국산이 득세하겠네,0
700번째 댓글 재도전,0
 종합상사를지원해서 남미. 유럽. 중앙아시아. 등으로,0
 홍어들 스마트폰 사용자중에 대부분 아이폰 이라고 보면 돼죠,0
공중파 와 케이블 랩퍼의 수준 차이 ㅇㅋ?,0
미국에서 뭐 꺼내는시늉 하면 총맞는다는거는 외국인인 나도 아는 상식인데 흑형 판단미스,0
"밥딜런의 노래와 시와, 매번 등장하는 하루키 작품의 끈적한 관계로 보아 당연히 밥딜런",0
이런건 최순실 전공인데.......,0
이런 요청이 사실이었다면 영장청구는 당연..,0
비상한 한수...,0
국회 청소정규직으로 채용요망,0
적어도 안전과 관련된 것은 원칙대로...,0
사랑니 언제 나요?,0
자발적으로 청소를 도왔데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이러니 탕탕맨이 필요하다는 거다.,0
파키스탄에 인도보다는 중국이 먼저 침략할껄.,0
판사들이 전부 오백짜리 삼성 이발소가서 키스로 흥분되는 애를 만났구먼.,0
솔직히 즐라탄정도면 전시대 4대스트라이커에 안꿀린다.,0
계속 그렇게 춤이나추고 노래나하고 그러면 절대 촛불집회 안무서워합니다.,0
ㅋㅋ 이정도 선수들 데리고 홍명보가 감독해도 5등 이상은 했겠다 ㅋㅋ,0
댓글 실명제를 해야 쓰레기가 않쌓일듯!~,0
모태솔로라면 조금은 이해해줄게,0
성대모사도 재밌고 연기도 잘해서 혼술남녀 챙겨보고있어요^^,0
석현준도 얼른 폼좀 찾았으면 좋겟네요,0
별관심없는데실검오르는거보니뭔가있나보네,0
 벵거영감 k리그에서 한번 해볼텐가,0
대통령이 한둘이 아니여 ㅋ,0
사장을 대한문에 목 매달자,0
 참여를 많이해야 댓글 사라집니다.,0
골스빠들이 정말 많구나~~~차마 맥기는 너무 민망하니 파출리아 밀어주네,0
무언가 메세지가 훅 하고들어온 느낌이다...,0
영상공개하면 경찰이 족발릴게 뻔하니까 공개안하고 개기는거겠지,0
안버리는 국민성 때문에 호황,0
일본 야후 들어가봤는데 국내(일본) 뉴스보다 한국 뉴스가 더 많았음,0
인간도 동물인데 다른 동물보다 똑똑해서 맘대로 정하는거임,0
의인들이 많내요,0
예전에 한류 없어도 우리 잘 살았다..,0
우주인이라하면 그여자가 생각나네 ㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋ옆집 이웃이 더 가깝겠다,0
"국산차중에 현ㄷ,기ㅇ 빼고 어디꺼가 가장 안전한가요?",0
마르크스주의가 실현되기는 힘들지만 인류가 궁극적으로 추구해야할 이상향이라고 할 수 있다.,0
삼성 입장에서는 최형우 보내고 50-60억 선에서 우규민 잡는게 나아보인다,0
자 이제 취업을 고민해야지?,0
 축구로 비유 하자면 호날두나 메시가 발롱도르 받는 거랑 같지 ㅋㅋ,0
3명 다 눈독 들이던데 당연한거 아니냐,0
이래서 메시는 epl검증이 필요하고 우리형은 뭐 검증끝났으니...^^,0
이제 다들 대통령몰아주기로 선회하나봄,0
횰망구..이젠 소길댁 놀이도 지겨워졌나보네..,0
 굳이 아이폰 공부할 필요없이 다른 안드로이드폰 많은데...,0
과연 저 항공기가 미세먼지 원인만 보다가는걸까,0
마치 북한의 주민 사상비판의 모습을 보는것 같네..,0
부자들이 이기적이라는거죠,0
내년엔 메쟈에서 보겠네요,0
그래서 타임머신 언제 나와?,0
ㅋㅋㅋ 니들은 나이 안 먹을거 같지 ㅋㅋㅋ,0
누가 돌아다니면서 까지 게임하겠냐??,0
"한국도 저런 똑같은상황 가정하고, 윗대가리들 어떻게 대처할지 매우 궁금ㅋㅋㅋ",0
더 필요한건 근혜와 순실이 대기업의 불법자금 추징하면 됨,0
마에다 5 6이닝 던질정도는 됬는데,0
현대기아차... 요즘 안팔린다는데...,0
날이 더우면 태풍도 더 일어나야되는데 왜 안일어나는지 신기하네.,0
미국도 얼마나 사는게 퍽퍽하면 트럼프 같은 인물이 대선주자일까나,0
색깔도 바꿔주나?..,0
국민은 지금 세뇌 당하는 중,0
미국압박에 60년대 국교정상화한게 잘못이지,0
책상머리에 앉아 쉬운 결정만 하니 현실과 동떨어질 수 밖에...,0
돈이 궁한놈은 결국 돈 많은 놈을 쫓아가지.,0
